event_time,event_type,product_id,price,user_id,user_session
2023-01-01 00:00:00 UTC,view,5809910,5.24,595414620,4adb70bb-edbd-4981-b60f-a05bfd32683a
2023-01-01 00:00:09 UTC,view,5812943,3.97,595414640,c8c5205d-be43-4f1d-aa56-4828b8151c8a
2023-01-01 00:00:19 UTC,view,5798924,3.97,595412617,46a5010f-bd69-4fbe-a00d-bb17aa7b46f3
2023-01-01 00:00:24 UTC,view,5793052,4.92,420652863,546f6af3-a517-4752-a98b-80c4c5860711
2023-01-01 00:00:25 UTC,view,5899926,3.92,484071203,cff70ddf-529e-4b0c-a4fc-f43a749c0acb
