event_time,event_type,product_id,price,user_id,user_session
2022-12-01 00:00:00 UTC,remove_from_cart,5712790,6.27,576802932,51d85cb0-897f-48d2-918b-ad63965c12dc
2022-12-01 00:00:00 UTC,view,5764655,29.05,412120092,8adff31e-2051-4894-9758-224bfa8aec18
2022-12-01 00:00:02 UTC,cart,4958,1.19,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2022-12-01 00:00:05 UTC,view,5848413,0.79,348405118,722ffea5-73c0-4924-8e8f-371ff8031af4
2022-12-01 00:00:07 UTC,view,5824148,5.56,576005683,28172809-7e4a-45ce-bab0-5efa90117cd5
