event_time,event_type,product_id,price,user_id,user_session
2022-11-01 00:00:02 UTC,view,5802432,0.32,562076640,09fafd6c-6c99-46b1-834f-33527f4de241
2022-11-01 00:00:09 UTC,cart,5844397,2.38,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
2022-11-01 00:00:10 UTC,view,5837166,22.22,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
2022-11-01 00:00:11 UTC,cart,5876812,3.16,564506666,186c1951-8052-4b37-adce-dd9644b1d5f7
